PE_Ratio,ROE,ROA,EPS,Dividend_Yield,Debt_to_Equity,Price_to_Book,Price_to_Sales,Revenue_Growth,Operating_Margin,Momentum,Volatility,sp500_close,Target,Sector,Ticker
9.092473,0.27173,0.056810003,4.65,5.77,1.4723,2.421535,1.2014811,-0.072,0.17874001,0.9593430739788646,0.013936557871893901,5463.5400390625,2,Staples,GIS
12.660178,0.14337,0.031240001,25.69,1.19,0.30944,1.724606,2.146725,0.055,0.24243,1.0515772261196663,0.01312086977012242,5808.1201171875,1,Financials,CB
66.25574,0.055430003,0.02041,6.53,0.0,0.35579,2.7114172,10.350003,0.655,0.13340001,1.010409590392252,0.02644042606443586,5917.10986328125,2,Technology,SNPS
12.660178,0.14337,0.031240001,25.69,1.19,0.30944,1.724606,2.146725,0.055,0.24243,1.0161249155056902,0.011119652980291918,5505.0,0,Financials,CB
23.045366,0.17658001,0.05989,15.43,1.69,0.38205,3.7469177,1.8296459,0.078,0.1014,0.9568401807630805,0.010050090549316576,3948.719970703125,1,Industrials,GD
18.07781,0.09741,0.03108,3.47,4.26,1.50094,1.9628273,3.3397686,0.204,0.22038001,0.9262393256338403,0.018279759813680428,4373.6298828125,0,Utilities,D
31.129145,0.03735,0.01521,5.73,2.35,0.33784,1.373017,3.5502503,-0.094,-0.81232,1.0876033561902232,0.027815119546611068,4587.18017578125,0,Energy,FANG
27.258064,0.2148,0.14047,4.96,2.63,0.6421800000000001,6.2933483,3.2183943,0.05,0.27473,1.0034149415782025,0.024251169589548056,4457.490234375,2,Technology,QCOM
16.142544,0.10777,0.031689998,4.56,4.28,1.8494599999999999,1.7061073,2.04029,0.134,0.22137,1.0325663099715745,0.014937613302743919,6654.72021484375,1,Utilities,ES
10.479616,0.17736,0.07715,4.17,2.2,0.55951,1.7504506,1.690083,-0.121,0.22656,1.0992549772329454,0.03883303093216105,3828.110107421875,2,Energy,DVN
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,0.9356416128900849,0.019662167007097615,4135.35009765625,0,Financials,COF
23.798742,0.08157,0.03095,1.59,3.01,1.31147,1.9097608,3.144155,0.028,0.18865,1.0350499576868122,0.016310966567017412,5456.89990234375,2,Utilities,PPL
34.723785,0.25781,0.094440006,27.37,0.76,0.6892499999999999,8.381973,5.862613,0.091,0.21724,0.9789617676617759,0.016308634419344166,4549.77978515625,1,Industrials,PH
27.759098,0.11885,0.022550002,5.77,1.3,0.70077,3.1408346,9.196002,0.078,0.49561,0.8587796305792722,0.018729171171677054,3825.330078125,1,Financials,ICE
23.045366,0.17658001,0.05989,15.43,1.69,0.38205,3.7469177,1.8296459,0.078,0.1014,1.0326052231685363,0.008688136983746533,4225.5,1,Industrials,GD
44.286007,0.65565,0.21047,4.86,0.48,0.44195,26.542112,13.148266,0.221,0.33868998,1.0533585234451757,0.027890078533923737,5778.14990234375,1,Technology,LRCX
13.8546715,0.112349994,0.04378,5.78,4.88,0.5226299999999999,1.4937234,0.9321133,-0.025,0.09474,1.0407363824236984,0.015036474781221635,6969.009765625,1,Energy,TTE
32.5829,0.22541,0.12162,15.32,0.0,0.10908,6.792353,10.56462,0.095,0.39602003,1.0123361117360012,0.012372974012175441,4515.77001953125,2,Healthcare,VRTX
17.97638,0.12357,0.06421,6.35,2.94,0.37828,2.168709,2.3147368,-0.068,0.16299999,1.1141881444675572,0.021159751873006637,4686.75,0,Energy,COP
37.708164,1.01485,0.51188,4.9,0.02,0.07255,28.549135,20.796871,0.732,0.65024,1.2277766928311378,0.0500876630597925,4409.58984375,1,Technology,NVDA
48.75327,-0.27176260902656546,0.10042,6.12,0.2,-2.4647023391925873,-12.760671,13.999128,0.07,0.46328,0.8927344145214846,0.022337372756524067,4145.18994140625,2,Discretionary,HLT
24.290062,0.05964,0.02506,4.93,2.34,0.91006,1.4562811,0.32949015,0.755,0.01258,1.0327663407408725,0.021820800469240512,6643.7001953125,0,Staples,BG
10.479616,0.17736,0.07715,4.17,2.2,0.55951,1.7504506,1.690083,-0.121,0.22656,1.0092169092915948,0.028239235646734848,4405.7998046875,0,Energy,DVN
12.745407,0.10217,0.00914,3.81,2.31,1.2632345,1.2632345,3.3010855,0.072,0.41627997,1.0258046170577932,0.017263057120668387,4471.06982421875,0,Financials,BAC
16.08379,0.36882,0.12042,7.28,2.9,0.95959,5.5080442,4.4529753,0.05,0.32773998,1.0465516485336746,0.013413700114646987,4090.4599609375,1,Healthcare,MRK
15.060241,0.15427,0.03748,10.79,3.13,0.7138,2.2405758,0.4919389,0.013,0.02747,1.0864538859180597,0.018359288429914064,6795.990234375,2,Energy,PSX
12.440627,0.12158,0.01234,16.59,3.29,1.4696689,1.4696689,3.7386353,0.096,0.39262,1.1436195204906756,0.014525510367551085,4924.97021484375,0,Financials,PNC
32.5829,0.22541,0.12162,15.32,0.0,0.10908,6.792353,10.56462,0.095,0.39602003,0.9741059689921663,0.012945455345298873,4352.6298828125,1,Healthcare,VRTX
17.97638,0.12357,0.06421,6.35,2.94,0.37828,2.168709,2.3147368,-0.068,0.16299999,1.1323830580726881,0.019955390867234857,4513.0400390625,0,Energy,COP
22.914373,0.04318,0.02538,3.27,0.96,2.08299,1.108268,0.37779522,-0.051,0.065359995,0.9168894666120524,0.020502260401980756,4115.240234375,0,Discretionary,GM
22.108957,0.110810004,0.04902,6.7,2.78,0.18936,2.3865376,1.905567,-0.013,0.09527001,0.9509406285023915,0.015707308867689774,4468.72998046875,0,Energy,XOM
26.385237,-0.9755599323082013,0.20815,165.69,0.9,-3.504722289786732,-24.997112,5.23531,0.16,0.32446,1.0576831176873414,0.013973900665745604,4471.3701171875,2,Discretionary,BKNG
23.078402,0.31562,0.10898,6.76,2.71,0.68719,6.9359355,4.2827044,0.015,0.26297,0.9762526196199154,0.009681725549065628,4050.830078125,1,Staples,PG
22.119566,0.23285,0.045890003,0.92,0.0,7.03028,4.1924186,0.9432986,0.064,0.08315,0.7572829072639785,0.06466345277394289,3801.780029296875,1,Discretionary,NCLH
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,1.035322003276279,0.013269579954559935,4574.7900390625,0,Energy,CVX
22.823078,0.14552,0.05538,2.6,1.55,0.35255000000000003,3.109085,2.114519,0.003,0.1251,1.0134957026442946,0.01805613294796507,5572.85009765625,1,Energy,BKR
34.617447,0.21525998,0.08326,10.43,1.22,0.54877,7.2100964,5.1025634,0.131,0.19972,1.0437875133397219,0.02314699978991661,6740.02001953125,2,Industrials,ETN
22.823078,0.14552,0.05538,2.6,1.55,0.35255000000000003,3.109085,2.114519,0.003,0.1251,1.1858574012280614,0.02820202449633821,4296.1201171875,0,Energy,BKR
14.429286,0.16134001,0.01354,20.01,2.08,2.2736795,2.2736795,4.628729,0.025,0.41062,1.0844047864998902,0.008636734729695124,5234.18017578125,0,Financials,JPM
32.7577,0.59129,0.13289,4.87,1.07,1.32375,17.612057,2.940885,0.085,0.13267,1.041176653061049,0.019119276733102354,4793.06005859375,2,Discretionary,TJX
23.078402,0.31562,0.10898,6.76,2.71,0.68719,6.9359355,4.2827044,0.015,0.26297,0.9876985559221042,0.009161300947252394,4514.02001953125,1,Staples,PG
20.472342,0.13904001,0.067719996,2.35,2.45,0.45975,2.7554412,2.0225027,0.05,0.15988,0.9199862873392318,0.020972475006138712,4514.06982421875,0,Energy,SLB
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,1.0091043008695562,0.023115415269246344,4660.56982421875,2,Financials,COF
23.56,0.12274,0.07374,1.5,1.92,0.7916200000000001,2.8208814,1.340745,0.008,0.14902,1.1360243065874884,0.024949481543344785,6882.72021484375,2,Energy,HAL
31.129145,0.03735,0.01521,5.73,2.35,0.33784,1.373017,3.5502503,-0.094,-0.81232,1.0015229155273733,0.02087830064620078,6229.97998046875,1,Energy,FANG
15.060241,0.15427,0.03748,10.79,3.13,0.7138,2.2405758,0.4919389,0.013,0.02747,0.9338062600065261,0.0243150057940607,4468.0,0,Energy,PSX
45.8315,0.21847,0.06869,2.73,0.79,0.6319,10.012003,1.398787,0.056,0.04567,1.0755948478612638,0.014159446419454866,5618.259765625,2,Staples,WMT
12.745407,0.10217,0.00914,3.81,2.31,1.2632345,1.2632345,3.3010855,0.072,0.41627997,1.0390320307682384,0.009769017551918358,6902.0498046875,1,Financials,BAC
34.617447,0.21525998,0.08326,10.43,1.22,0.54877,7.2100964,5.1025634,0.131,0.19972,0.9320601576407783,0.017991015706981906,3830.85009765625,1,Industrials,ETN
28.668428,0.08299,0.05017,7.57,2.21,0.43988,2.7344892,0.570931,-0.021,0.059299998,0.9400174111525383,0.022519895373351386,5751.1298828125,1,Energy,VLO
12.745407,0.10217,0.00914,3.81,2.31,1.2632345,1.2632345,3.3010855,0.072,0.41627997,1.0050886603584388,0.013709185797258803,4443.0498046875,0,Financials,BAC
8.321627,0.25732002,0.048800003,5.41,1.24,0.6070300000000001,2.0447836,1.2698375,0.037,0.17485,0.8990747421554023,0.038542902771542556,6882.72021484375,0,Financials,PYPL
21.01849,0.12177,0.02943,7.03,3.05,2.13601,2.4950187,1.9416393,0.289,0.15921,1.0540147087499196,0.009376674507633407,5815.259765625,2,Utilities,DTE
28.78409,0.09195,0.038340002,1.76,3.67,1.9275499999999999,2.340062,1.9648398,0.207,0.29241,0.9777646544948543,0.01013005897020585,4605.3798828125,1,Utilities,FE
20.633646,0.11337,0.03053,5.35,2.72,1.47125,2.2768335,3.6026566,-0.088,0.24605,1.0277450331097275,0.01290884058643666,6051.97021484375,2,Utilities,AEE
51.81091,0.29650998,0.08718,19.25,0.52,0.25446,13.79131,1.5458425,0.092,0.03744,1.0327997161298665,0.01077840456713043,4455.58984375,2,Staples,COST
36.12738,0.11096,0.06064,6.83,0.43,0.53021,3.7780774,3.7775307,0.148,0.15008001,0.996915683856036,0.023441779490069717,3991.239990234375,0,Industrials,WAB
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,0.9694154430268208,0.022732367045622846,4105.02001953125,0,Financials,COF
32.7577,0.59129,0.13289,4.87,1.07,1.32375,17.612057,2.940885,0.085,0.13267,1.0666921270009104,0.00885518437848095,6661.2099609375,2,Discretionary,TJX
22.108957,0.110810004,0.04902,6.7,2.78,0.18936,2.3865376,1.905567,-0.013,0.09527001,1.0271479957501175,0.02021832100529253,3655.0400390625,0,Energy,XOM
27.47444,0.1475,0.01585,11.15,1.7,0.13078,3.8276713,16.925837,0.08,0.63808,0.984258395978264,0.012827592864475948,5000.6201171875,2,Financials,CME
-4.799188610022741,-0.12837,0.03498,-4.93,6.76,0.521,0.67236924,1.1229012,-0.034,0.17485,0.9933017286370084,0.019440481751826843,5631.27978515625,0,Staples,KHC
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,0.9745407542782657,0.014046266418569648,4448.080078125,0,Energy,CVX
13.8546715,0.112349994,0.04378,5.78,4.88,0.5226299999999999,1.4937234,0.9321133,-0.025,0.09474,1.0405838788182094,0.019305966866501118,3956.3701171875,0,Energy,TTE
24.290062,0.05964,0.02506,4.93,2.34,0.91006,1.4562811,0.32949015,0.755,0.01258,0.9368462522570348,0.01689431299660991,5712.68994140625,0,Staples,BG
26.796667,0.42848,0.09054,6.0,3.54,2.58081,10.770364,2.340601,0.056,0.14068,0.9855954223061015,0.010431833467761088,4462.2099609375,2,Staples,PEP
14.429286,0.16134001,0.01354,20.01,2.08,2.2736795,2.2736795,4.628729,0.025,0.41062,1.085494535621185,0.008573732354654017,5005.56982421875,0,Financials,JPM
29.496248,0.53954,0.18364,10.66,0.85,0.54612,15.6948185,14.646504,0.146,0.68296,0.955770849177276,0.019064067659087015,3748.570068359375,1,Financials,V
78.16538,0.07082,0.032,2.6,0.0,0.06359,5.2582145,9.565762,0.341,0.17059,0.9339260752780498,0.027058879597220982,5346.990234375,2,Technology,AMD
23.798742,0.08157,0.03095,1.59,3.01,1.31147,1.9097608,3.144155,0.028,0.18865,1.0171382390906785,0.009305965221699616,4514.06982421875,1,Utilities,PPL
7.1174245,-3.2855389958916517,0.05617,2.64,6.39,-14.323327108570265,-22.502996,0.30676216,0.069,0.06185,0.8996445639888071,0.020751741205513916,5842.009765625,2,Technology,HPQ
39.34815,0.05929,0.02743,1.35,1.96,0.63804,1.8877044,2.4262717,1.489,0.10309,1.0293043108625497,0.03201108771540375,4436.75,0,Energy,OXY
16.280634,0.24193001,0.0497,13.22,1.77,1.42647,3.6671095,0.48489934,-0.005,0.07005,1.0666920518226013,0.01609565489232758,6890.58984375,2,Energy,MPC
31.129145,0.03735,0.01521,5.73,2.35,0.33784,1.373017,3.5502503,-0.094,-0.81232,0.9784078223041538,0.03406835651494128,4479.7099609375,0,Energy,FANG
13.8546715,0.112349994,0.04378,5.78,4.88,0.5226299999999999,1.4937234,0.9321133,-0.025,0.09474,0.9934400864003342,0.013288972956756436,6664.009765625,0,Energy,TTE
24.290062,0.05964,0.02506,4.93,2.34,0.91006,1.4562811,0.32949015,0.755,0.01258,1.094753004320446,0.0173552807264811,6964.81982421875,2,Staples,BG
40.460968,0.44692,0.0468,8.07,0.58,1.1406999999999998,18.334549,7.51102,0.176,0.19549,0.9740743446889514,0.02109633451665472,4481.14990234375,1,Industrials,GE
14.851168,0.24034001,0.050890002,8.13,3.78,1.25518,3.3823571,0.52181643,-0.015,0.04824,0.8334838071997387,0.03636878106188697,5892.580078125,1,Staples,TGT
32.5829,0.22541,0.12162,15.32,0.0,0.10908,6.792353,10.56462,0.095,0.39602003,0.9663425448887889,0.010730515297163623,4363.5498046875,1,Healthcare,VRTX
39.34815,0.05929,0.02743,1.35,1.96,0.63804,1.8877044,2.4262717,1.489,0.10309,0.8940860092978439,0.02799123993779688,5842.009765625,2,Energy,OXY
21.634811,0.14243001,0.05228,2.93,3.03,0.73211,2.9658916,2.487654,0.029,0.1718,1.0388566529860366,0.010456887885094999,5620.85009765625,2,Staples,MKC
17.952381,0.09936,0.028380001,2.73,3.43,1.74488,1.7402883,2.0666156,-0.011,0.21619,1.0123352002360682,0.00935886991732689,4429.10009765625,0,Utilities,EXC
23.798742,0.08157,0.03095,1.59,3.01,1.31147,1.9097608,3.144155,0.028,0.18865,1.0403313808534642,0.0097944225561253,5477.89990234375,1,Utilities,PPL
27.94964,0.23754999,0.06994,2.78,2.16,0.66509,6.4294577,5.1986322,0.097,0.24868,0.8819533626947099,0.013712097423818048,3831.389892578125,2,Technology,CSCO
12.440627,0.12158,0.01234,16.59,3.29,1.4696689,1.4696689,3.7386353,0.096,0.39262,1.058878261118915,0.019401855693930607,5870.6201171875,1,Financials,PNC
31.888887,-3.337518990327012,0.13762,2.97,0.0,-11.165565533637858,-104.421165,4.4958463,0.078,0.18771,1.0349267914412037,0.012100726423921035,4700.89990234375,2,Discretionary,ORLY
21.634811,0.14243001,0.05228,2.93,3.03,0.73211,2.9658916,2.487654,0.029,0.1718,0.9740161094800419,0.014052982611632672,6061.47998046875,2,Staples,MKC
28.173521,0.13024001,0.05031,17.75,0.35,0.77255,3.5227818,4.169401,0.072,0.21170999,1.0150055762626913,0.0191028438657292,6051.97021484375,2,Healthcare,TMO
24.290062,0.05964,0.02506,4.93,2.34,0.91006,1.4562811,0.32949015,0.755,0.01258,0.9257633215081347,0.017686689147001576,5969.33984375,1,Staples,BG
27.739395,0.083739996,0.025710002,3.3,2.72,1.4624199999999998,3.4917607,6.9577413,0.207,0.24445999,0.8913050368645227,0.02965469479803791,4314.60009765625,1,Utilities,NEE
26.79284,0.10774,0.0299,3.91,2.37,1.8178999999999998,2.8001711,3.6654334,0.079,0.18986,1.0369972795141094,0.01074433142496773,4662.85009765625,0,Utilities,ETR
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,0.9633430119352447,0.021203061337134795,3983.169921875,0,Financials,COF
26.109032,-0.8405884379299697,0.115030006,142.71,0.0,-4.30233930573841,-21.160229,3.1387444,0.082,0.16341999,1.0374384915089878,0.010831650127910498,5956.06005859375,2,Discretionary,AZO
47.392265,0.10353,0.07653,1.81,0.0,0.06824,4.8185596,8.210994,0.133,0.237,0.9828805847854927,0.021272345502416683,3789.929931640625,2,Healthcare,EW
12.440627,0.12158,0.01234,16.59,3.29,1.4696689,1.4696689,3.7386353,0.096,0.39262,0.9254838593477547,0.026359539283640532,4027.81005859375,0,Financials,PNC
28.633093,-0.21327188454212231,0.22648,5.56,1.88,-1.8042609433621248,-6.020269,5.38134,0.065,0.31928,1.045812736502485,0.012319129450841475,6869.5,2,Discretionary,YUM
31.129145,0.03735,0.01521,5.73,2.35,0.33784,1.373017,3.5502503,-0.094,-0.81232,0.9614883233369345,0.04133081113324027,3959.89990234375,0,Energy,FANG
16.142544,0.10777,0.031689998,4.56,4.28,1.8494599999999999,1.7061073,2.04029,0.134,0.22137,0.9807607860580881,0.022892399114722958,5029.72998046875,0,Utilities,ES
32.7577,0.59129,0.13289,4.87,1.07,1.32375,17.612057,2.940885,0.085,0.13267,0.9889344532829711,0.00939144562498943,4061.219970703125,2,Discretionary,TJX
14.429286,0.16134001,0.01354,20.01,2.08,2.2736795,2.2736795,4.628729,0.025,0.41062,0.9852689856469854,0.013683817890389086,4402.66015625,0,Financials,JPM
8.321627,0.25732002,0.048800003,5.41,1.24,0.6070300000000001,2.0447836,1.2698375,0.037,0.17485,0.9282136769607348,0.01172647188186939,6921.4599609375,1,Financials,PYPL
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,0.9303932285498517,0.019679686929733882,4137.64013671875,0,Financials,COF
12.440627,0.12158,0.01234,16.59,3.29,1.4696689,1.4696689,3.7386353,0.096,0.39262,0.9062321826145117,0.014629076507950685,3930.080078125,0,Financials,PNC
20.520569,0.09724,0.02806,6.32,3.28,1.71838,1.9835128,3.1725743,0.08,0.28087,0.9708615567051425,0.018629570695375262,3588.840087890625,0,Utilities,DUK
18.07781,0.09741,0.03108,3.47,4.26,1.50094,1.9628273,3.3397686,0.204,0.22038001,0.9598066373237018,0.02055629946162375,3583.070068359375,1,Utilities,D
27.465662,-4.773353909993954,0.13508001,11.94,2.27,-30.564404015940042,-130.18658,8.704461,0.097,0.45071,0.9792930275700282,0.013747929008919794,4277.8798828125,2,Discretionary,MCD
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,1.0902269840502818,0.011354604516515746,4690.7001953125,0,Energy,CVX
27.759098,0.11885,0.022550002,5.77,1.3,0.70077,3.1408346,9.196002,0.078,0.49561,0.8563700707851827,0.01999281179703721,3785.3798828125,1,Financials,ICE
15.611748,0.06831,0.00577,6.98,2.2,0.99058235,0.99058235,2.5176091,0.044,0.25656998,0.9858393040105067,0.018107180804659475,4204.31005859375,0,Financials,C
23.941519,0.09358,0.023929998,3.42,2.89,1.52832,2.1627617,3.48238,0.141,0.16680999,1.0691691035681063,0.009588966517251812,6074.080078125,2,Utilities,XEL
14.023026,0.16829,0.08199,9.12,3.19,0.3062,2.3049057,3.063164,0.0,0.1694,1.1705603368872344,0.019725903600630937,4688.669921875,0,Energy,EOG
36.231194,0.30148,0.10925,5.45,2.88,0.90819,11.005463,10.167408,0.104,0.34027,0.9089592547610311,0.04646491383708303,5686.669921875,1,Technology,TXN
21.94387,0.40655,0.12516,6.77,2.21,1.12923,8.12114,6.2638125,0.047,0.37375,0.982236599176238,0.01122452221786485,4282.3701171875,1,Healthcare,GILD
36.061855,0.12445,0.059759997,1.94,0.0,0.48921,4.2812557,5.1714964,0.159,0.19694,1.0162280743699061,0.015653598419496935,3958.7900390625,2,Healthcare,BSX
-4.799188610022741,-0.12837,0.03498,-4.93,6.76,0.521,0.67236924,1.1229012,-0.034,0.17485,0.9541722094031798,0.008899812891875032,4534.8701171875,0,Staples,KHC
66.25574,0.055430003,0.02041,6.53,0.0,0.35579,2.7114172,10.350003,0.655,0.13340001,1.0273296039113866,0.025886635071290277,4205.4501953125,2,Technology,SNPS
22.075182,0.35029998,0.086780004,11.04,2.13,0.60499,7.1965156,6.235246,0.091,0.23966,0.9818703518037517,0.01048299453943299,3807.300048828125,2,Healthcare,JNJ
29.936508,0.09332,0.03243,1.89,3.53,0.84848,2.8064086,1.8945037,0.093,0.09527001,0.9108150008632008,0.011137856531555074,5918.25,2,Staples,MDLZ
23.56,0.12274,0.07374,1.5,1.92,0.7916200000000001,2.8208814,1.340745,0.008,0.14902,1.0031009621557676,0.016469182185604704,5283.39990234375,2,Energy,HAL
17.97638,0.12357,0.06421,6.35,2.94,0.37828,2.168709,2.3147368,-0.068,0.16299999,1.0271617043376806,0.016656837784624998,4536.33984375,2,Energy,COP
12.212043,0.08236,0.00984,3.82,4.46,0.9771271,0.9771271,3.162752,0.032,0.32700002,1.0349320664461614,0.016566237308114073,5321.41015625,0,Financials,TFC
40.460968,0.44692,0.0468,8.07,0.58,1.1406999999999998,18.334549,7.51102,0.176,0.19549,0.8412676836597834,0.024806104229906874,3966.840087890625,0,Industrials,GE
41.649902,0.109519996,0.03877,4.97,1.31,0.5951299999999999,4.258646,3.1359382,0.121,0.110240005,1.0467012165386436,0.011272200040593292,4697.240234375,1,Industrials,RTX
20.633646,0.11337,0.03053,5.35,2.72,1.47125,2.2768335,3.6026566,-0.088,0.24605,0.9856696941509842,0.010351382071397137,6025.169921875,2,Utilities,AEE
36.12738,0.11096,0.06064,6.83,0.43,0.53021,3.7780774,3.7775307,0.148,0.15008001,1.011948441873148,0.017302873118444653,4402.66015625,0,Industrials,WAB
61.734436,0.16690001,0.09392,7.87,0.0,0.00953,9.679443,17.143087,0.188,0.30155,1.0173191314388985,0.011815317781928724,6000.35986328125,2,Healthcare,ISRG
59.6,0.057729997,0.05199,1.45,0.09,0.5069899999999999,3.3500018,4.462931,0.101,0.20011999,1.093688357843008,0.010973424951956138,5051.41015625,2,Industrials,IR
19.970589,0.08886,0.05683,1.36,6.33,0.77957,1.7857847,2.467905,-0.012,0.23945,0.9591167330089247,0.01317143633409586,4954.22998046875,1,Healthcare,PFE
41.649902,0.109519996,0.03877,4.97,1.31,0.5951299999999999,4.258646,3.1359382,0.121,0.110240005,0.9531643485925857,0.021550089197003325,4404.330078125,1,Industrials,RTX
23.804575,0.11576,0.030199999,4.81,3.33,1.5933099999999998,2.7373354,3.8033636,0.111,0.21308,1.0045690365706328,0.012214112740597291,5116.169921875,1,Utilities,WEC
12.440627,0.12158,0.01234,16.59,3.29,1.4696689,1.4696689,3.7386353,0.096,0.39262,1.0392702238792002,0.014962113815841095,4433.31005859375,0,Financials,PNC
26.385237,-0.9755599323082013,0.20815,165.69,0.9,-3.504722289786732,-24.997112,5.23531,0.16,0.32446,1.0452330326847583,0.013535300376202514,4327.77978515625,2,Discretionary,BKNG
9.092473,0.27173,0.056810003,4.65,5.77,1.4723,2.421535,1.2014811,-0.072,0.17874001,1.0397190317167746,0.012297024766467327,4373.93994140625,2,Staples,GIS
24.558672,0.11043,0.03281,3.92,3.07,1.90586,2.9917026,3.6464586,0.101,0.12735,0.9861942296676559,0.010512506887961586,4273.52978515625,2,Utilities,SO
22.479784,0.35158002,0.05435,11.13,2.69,1.97328,7.18037,3.475179,0.122,0.24768999,0.9665945313664972,0.009153239342793605,5633.91015625,2,Technology,IBM
12.507987,0.11732,0.01047,6.26,2.3,1.4719706,1.4719706,3.0708053,0.05,0.29938,1.0717368737249977,0.018130070000010722,4373.93994140625,0,Financials,WFC
22.823078,0.14552,0.05538,2.6,1.55,0.35255000000000003,3.109085,2.114519,0.003,0.1251,1.0061968194061723,0.024311293906222217,4443.10986328125,0,Energy,BKR
10.479616,0.17736,0.07715,4.17,2.2,0.55951,1.7504506,1.690083,-0.121,0.22656,1.2083587578257666,0.02940473561962138,4538.43017578125,0,Energy,DVN
34.243694,-0.6920238453054897,0.09631,9.52,0.82,-4.571454587681142,-22.983643,3.2819788,0.042,0.03807,1.008814068711257,0.011663789843665128,5699.93994140625,2,Discretionary,MAR
14.851168,0.24034001,0.050890002,8.13,3.78,1.25518,3.3823571,0.52181643,-0.015,0.04824,1.0187332974550436,0.01928220287490884,5267.83984375,2,Staples,TGT
7.9749374,0.2532,0.08963,3.99,3.14,0.6868500000000001,1.8433554,1.2942387,-0.28,0.30581,1.0099264448109748,0.023376725022964732,6129.580078125,0,Energy,APA
8.321627,0.25732002,0.048800003,5.41,1.24,0.6070300000000001,2.0447836,1.2698375,0.037,0.17485,0.8935458193225237,0.021953566482420857,4415.240234375,1,Financials,PYPL
-4.799188610022741,-0.12837,0.03498,-4.93,6.76,0.521,0.67236924,1.1229012,-0.034,0.17485,0.9841894190312884,0.015107457169145001,5597.1201171875,0,Staples,KHC
34.72006,0.26136,0.05945,6.93,1.98,2.36613,10.993786,4.3304253,-0.033,0.15413,0.9917232117869346,0.00978121436163139,5099.9599609375,2,Industrials,HON
42.372116,1.00726,0.21087,34.29,0.52,1.11778,34.861076,14.979285,0.072,0.41313,1.1058841744330594,0.01747168528212655,4742.830078125,1,Technology,KLAC
39.34815,0.05929,0.02743,1.35,1.96,0.63804,1.8877044,2.4262717,1.489,0.10309,0.9540788186135681,0.01436055727685592,4783.830078125,2,Energy,OXY
27.396204,0.107159995,0.03467,35.31,2.37,0.24367,2.6840765,6.21344,0.234,0.36744,0.9899004861748906,0.009520366045573459,5576.97998046875,2,Financials,BLK
22.108957,0.110810004,0.04902,6.7,2.78,0.18936,2.3865376,1.905567,-0.013,0.09527001,0.952708270132294,0.01562722698696407,4493.27978515625,0,Energy,XOM
